sessionid;query_desc;type;total;time;branchcode;categorycode
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Agatha, ";biblio;5;"2021-10-20 13:16:20";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Cavallo, ";biblio;0;"2021-10-20 13:16:36";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Camillieri, ";biblio;0;"2021-10-20 13:16:53";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Andrea Camillieri, ";biblio;0;"2021-10-20 13:16:59";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Andrea, ";biblio;86;"2021-10-20 13:17:07";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Sabato, ";biblio;17;"2021-10-20 13:17:09";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Bordieu, ";biblio;1;"2021-10-20 13:17:27";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Sociedad, ";biblio;301;"2021-10-20 13:18:15";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Castell, ";biblio;43;"2021-10-20 13:21:17";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: La era de la información, ";biblio;2;"2021-10-20 13:21:47";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Economía sociedad y cultura, ";biblio;1;"2021-10-20 13:21:56";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Sociología de las organizaciones, ";biblio;0;"2021-10-20 13:22:12";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Sociología, ";biblio;31;"2021-10-20 13:22:18";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Intimidades congeladas, ";biblio;0;"2021-10-20 13:22:43";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Modernidad liquida, ";biblio;1;"2021-10-20 13:22:56";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Bauman, ";biblio;1;"2021-10-20 13:23:05";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Giddens, ";biblio;0;"2021-10-20 13:23:19";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Ingeniería hospitalaria, ";biblio;109;"2021-10-20 13:23:34";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Sabato, ";biblio;17;"2021-10-20 13:23:52";FING;BIBLIOTECA
9667def6f85d3e2ecba412777b9f6dd8;"kw,wrdl: Saramago, ";biblio;4;"2021-10-20 13:24:04";FING;BIBLIOTECA
e31ebe79dec3e9cc769041fd2499b914;", mc-itype:TE";biblio;42;"2021-10-20 14:37:23";FING;DOCENTE
5ae0367af334edb74d5a691e27138e5f;"kw,wrdl: meier, ";biblio;8;"2021-10-20 22:28:16";FING;DOCENTE
9f14222a538b158e4d871e33e680c56f;"kw,wrdl: bioingeniería, ";biblio;1289;"2021-10-22 13:42:24";FING;BIBLIOTECA
5421a9ef0471f389ca4b5a22fd5e164d;", mc-itype:LIB";biblio;3656;"2021-10-27 11:47:17";FING;BIBLIOTECA
5421a9ef0471f389ca4b5a22fd5e164d;"kw,wrdl: Tortora, ";biblio;5;"2021-10-27 11:48:06";FING;BIBLIOTECA
1172292f88c612fbc6e720678d5bd6ec;"callnum,wrdl: Fisiologia, ";biblio;0;"2021-10-28 11:26:42";FING;BIBLIOTECA
1172292f88c612fbc6e720678d5bd6ec;"callnum,wrdl: Fisiología, ";biblio;0;"2021-10-28 11:26:50";FING;BIBLIOTECA
1172292f88c612fbc6e720678d5bd6ec;"kw,wrdl: Fisiología, ";biblio;232;"2021-10-28 11:27:05";FING;BIBLIOTECA
fc94f65d3e3dc3f7a0d590bdca9a007d;"kw,wrdl: data integrity, ";biblio;1;"2021-11-05 06:41:00";FING;DOCENTE
fc94f65d3e3dc3f7a0d590bdca9a007d;"kw,wrdl: data integrity, ";biblio;1;"2021-11-05 06:41:00";FING;DOCENTE
fc94f65d3e3dc3f7a0d590bdca9a007d;"kw,wrdl: lopez orlando, ";biblio;0;"2021-11-05 06:41:55";FING;DOCENTE
fc94f65d3e3dc3f7a0d590bdca9a007d;"kw,wrdl: medical devies, ";biblio;0;"2021-11-05 06:42:04";FING;DOCENTE
fc94f65d3e3dc3f7a0d590bdca9a007d;"kw,wrdl: medical devices, ";biblio;20;"2021-11-05 06:42:15";FING;DOCENTE
50dcea4658cdfdba6b783bfe9e746040;"kw,wrdl: quimica, ";biblio;306;"2021-11-05 12:25:30";FING;S
50dcea4658cdfdba6b783bfe9e746040;"kw,wrdl: quimica, ";biblio;306;"2021-11-05 12:25:32";FING;S
50dcea4658cdfdba6b783bfe9e746040;"kw,wrdl: garcia, ";biblio;195;"2021-11-05 14:01:50";FING;S
50dcea4658cdfdba6b783bfe9e746040;"kw,wrdl: garcia, ";biblio;195;"2021-11-05 14:01:52";FING;S
50dcea4658cdfdba6b783bfe9e746040;"kw,wrdl: garcia, ";biblio;195;"2021-11-05 14:02:27";FING;S
5ca2e3b3d8f0eb6f884b6285d87d537f;"kw,wrdl: Finn genneser, ";biblio;0;"2021-11-08 12:50:00";FING;BIBLIOTECA
5ca2e3b3d8f0eb6f884b6285d87d537f;"kw,wrdl: Histología, ";biblio;33;"2021-11-08 12:50:00";FING;BIBLIOTECA
5ca2e3b3d8f0eb6f884b6285d87d537f;"kw,wrdl: Física Tippler, ";biblio;0;"2021-11-08 12:51:00";FING;BIBLIOTECA
5ca2e3b3d8f0eb6f884b6285d87d537f;"kw,wrdl: Física Tipler, ";biblio;13;"2021-11-08 12:51:00";FING;BIBLIOTECA
5ca2e3b3d8f0eb6f884b6285d87d537f;"kw,wrdl: histología sobre bases, ";biblio;2;"2021-11-08 12:53:00";FING;BIBLIOTECA
5ca2e3b3d8f0eb6f884b6285d87d537f;"kw,wrdl: Histología, ";biblio;33;"2021-11-08 12:53:00";FING;BIBLIOTECA
5ca2e3b3d8f0eb6f884b6285d87d537f;"kw,wrdl: Histología, ";biblio;33;"2021-11-08 12:54:40";FING;BIBLIOTECA
195ee8fb915af8a6048ab5a563f7473d;", mc-itype:LIB";biblio;3662;"2021-11-10 11:18:32";FING;BIBLIOTECA
195ee8fb915af8a6048ab5a563f7473d;"kw,wrdl: geometria analitica, ";biblio;36;"2021-11-10 11:19:01";FING;BIBLIOTECA
d0e93bfd1279f7faee1894ed35df1917;"kw,wrdl: curtis, ";biblio;10;"2021-11-12 11:22:51";FING;S
d0e93bfd1279f7faee1894ed35df1917;"kw,wrdl: economia, ";biblio;135;"2021-11-12 11:26:09";FING;S
d0e93bfd1279f7faee1894ed35df1917;"kw,wrdl: economia, ";biblio;135;"2021-11-12 11:26:12";FING;S
d0e93bfd1279f7faee1894ed35df1917;"kw,wrdl: heart, ";biblio;21;"2021-11-12 11:30:22";FING;S
d0e93bfd1279f7faee1894ed35df1917;"kw,wrdl: heart, ";biblio;21;"2021-11-12 11:30:49";FING;S
d0e93bfd1279f7faee1894ed35df1917;"kw,wrdl: curtis, ";biblio;10;"2021-11-12 11:30:59";FING;S
71ba38f6ed166f6d8b2f0212bef4204f;"kw,wrdl: Otra forma de estudiar administración, ";biblio;0;"2021-11-13 20:05:34";FING;BIBLIOTECA
71ba38f6ed166f6d8b2f0212bef4204f;"kw,wrdl: Administracion, ";biblio;214;"2021-11-13 20:05:45";FING;BIBLIOTECA
fcce0cb72a0f2df3ec70a6ba97675e54;"kw,wrdl: moore, ";biblio;87;"2021-11-15 13:49:00";FING;BIBLIOTECA
fcce0cb72a0f2df3ec70a6ba97675e54;"kw,wrdl: Anatomía con orientación clínica, ";biblio;6;"2021-11-15 13:50:00";FING;BIBLIOTECA
fcce0cb72a0f2df3ec70a6ba97675e54;"kw,wrdl: Anatomía con orientación clínica, ";biblio;6;"2021-11-15 13:53:42";FING;BIBLIOTECA
c00404e1b57f5849e22c5bb49496378d;"kw,wrdl: wakerly diseño digital, ";biblio;1;"2021-11-16 08:22:00";FING;BIBLIOTECA
c00404e1b57f5849e22c5bb49496378d;"kw,wrdl: TOCCI Ronald , Sistemas digitales, principios y aplicaciones, ";biblio;6;"2021-11-16 08:23:00";FING;BIBLIOTECA
c00404e1b57f5849e22c5bb49496378d;"an:""7172"", ";biblio;1;"2021-11-16 08:24:34";FING;BIBLIOTECA
c00404e1b57f5849e22c5bb49496378d;"kw,wrdl: diseño digital wakerly, ";biblio;1;"2021-11-16 08:24:46";FING;BIBLIOTECA
c00404e1b57f5849e22c5bb49496378d;"an:""7172"", ";biblio;1;"2021-11-16 08:28:03";FING;BIBLIOTECA
a3733503ce6dc8f55b690e28b2a1f2d0;"kw,wrdl: algebra lineal, ";biblio;49;"2021-11-17 10:29:44";FING;BIBLIOTECA
a3733503ce6dc8f55b690e28b2a1f2d0;"kw,wrdl: algebra lineal grossman, ";biblio;4;"2021-11-17 10:30:10";FING;BIBLIOTECA
a99b83a76f3db6f6fc04b46a33832123;"kw,wrdl: macarulla, ";biblio;5;"2021-11-17 08:52:00";FING;BIBLIOTECA
2f952cce400bf95192da6389ad3af0db;"kw,wrdl: KIP, ";biblio;1;"2021-11-20 08:16:00";FING;BIBLIOTECA
2f952cce400bf95192da6389ad3af0db;"kw,wrdl: kip, ";biblio;1;"2021-11-20 08:18:43";FING;BIBLIOTECA
2f952cce400bf95192da6389ad3af0db;"kw,wrdl: Ross, ";biblio;76;"2021-11-20 08:21:01";FING;BIBLIOTECA
2f952cce400bf95192da6389ad3af0db;"kw,wrdl: Ross histología, ";biblio;10;"2021-11-20 08:21:24";FING;BIBLIOTECA
b0d1bdc3d9e218f4dee49e07a5ca4511;"kw,wrdl: resnik, ";biblio;0;"2021-11-21 09:25:00";FING;BIBLIOTECA
b0d1bdc3d9e218f4dee49e07a5ca4511;"kw,wrdl: resnick, ";biblio;9;"2021-11-21 09:25:00";FING;BIBLIOTECA
b0d1bdc3d9e218f4dee49e07a5ca4511;"kw,wrdl: resnick, ";biblio;9;"2021-11-21 09:41:11";FING;BIBLIOTECA
f7123762efea36b18757079baf180de3;"kw,wrdl: curtis, ";biblio;10;"2021-11-26 13:30:00";FING;S
f7123762efea36b18757079baf180de3;"kw,wrdl: curtis, ";biblio;10;"2021-11-26 13:30:00";FING;S
f7123762efea36b18757079baf180de3;"kw,wrdl: curtis, ";biblio;10;"2021-11-26 13:50:37";FING;S
cf5e4cf7b4a437f13b6e6e141e02f710;"kw,wrdl: tortora, ";biblio;5;"2021-11-29 17:19:42";FING;BIBLIOTECA
cf5e4cf7b4a437f13b6e6e141e02f710;"kw,wrdl: anatomia, ";biblio;97;"2021-11-29 17:22:00";FING;BIBLIOTECA
121255e9fa6e4bcb2f0d5a549bf1f273;", mc-itype:LIB";biblio;3662;"2021-12-02 11:56:16";FING;S
121255e9fa6e4bcb2f0d5a549bf1f273;", mc-itype:LIB";biblio;3662;"2021-12-02 11:56:19";FING;S
b8d7cee333287462563d711eeacd920a;"kw,wrdl: tortora, ";biblio;5;"2021-12-03 17:25:55";FING;BIBLIOTECA
b8d7cee333287462563d711eeacd920a;"kw,wrdl: bouchet, ";biblio;9;"2021-12-03 17:33:58";FING;BIBLIOTECA
b8d7cee333287462563d711eeacd920a;"kw,wrdl: Mackinnon, ";biblio;2;"2021-12-03 17:34:57";FING;BIBLIOTECA
b8d7cee333287462563d711eeacd920a;"kw,wrdl: Netter, ";biblio;6;"2021-12-03 17:35:19";FING;BIBLIOTECA
6cb15b9ccfe6befb737fcd00d61712b0;", mc-itype:LIB";biblio;3662;"2021-12-05 22:41:31";FING;BIBLIOTECA
6cb15b9ccfe6befb737fcd00d61712b0;", mc-itype:TESINA";biblio;788;"2021-12-05 22:41:36";FING;BIBLIOTECA
a3fd4e463354d7212ff905b473c0aa44;"kw,wrdl: mochon, ";biblio;6;"2021-12-07 09:19:16";FING;S
2d4c78ed09395058490da5e09b1f1267;"kw,wrdl: variable compleja, ";biblio;30;"2021-12-07 10:38:59";FING;BIBLIOTECA
2d4c78ed09395058490da5e09b1f1267;"kw,wrdl: analisis, ";biblio;877;"2021-12-07 10:40:01";FING;BIBLIOTECA
2d4c78ed09395058490da5e09b1f1267;"kw,wrdl: analisis matematico, ";biblio;43;"2021-12-07 10:40:28";FING;BIBLIOTECA
b3c54002616b8257a05f0947af400d59;"kw,wrdl: campanella, ";biblio;1;"2021-12-09 08:27:00";FING;BIBLIOTECA
d3233dc81c9fe81035a568edf2ddc674;"kw,wrdl: python, ";biblio;7;"2021-12-12 09:15:50";FING;DOCENTE
3ef82a3c018a32038319f131fb92b444;"kw,wrdl: molecula, ";biblio;304;"2021-12-15 08:24:52";FING;BIBLIOTECA
3ef82a3c018a32038319f131fb92b444;"kw,wrdl: organica, ";biblio;71;"2021-12-15 08:25:35";FING;BIBLIOTECA
6000d30b2d6673f9132b7f70e87173a9;"kw,wrdl: python, ";biblio;7;"2021-12-24 08:17:07";FING;DOCENTE
6000d30b2d6673f9132b7f70e87173a9;"kw,wrdl: python, ";biblio;7;"2021-12-24 08:17:09";FING;DOCENTE
543e568fda468af8e52c17dbefe5be5c;"kw,wrdl: diseño orientado a objetos, ";biblio;4;"2021-12-28 11:25:00";FING;DOCENTE
543e568fda468af8e52c17dbefe5be5c;"kw,wrdl: diseño orientado a objetos, ";biblio;4;"2021-12-28 11:26:10";FING;DOCENTE
543e568fda468af8e52c17dbefe5be5c;"kw,wrdl: objeto, ";biblio;56;"2021-12-28 11:26:17";FING;DOCENTE
543e568fda468af8e52c17dbefe5be5c;"kw,wrdl: booch, ";biblio;2;"2021-12-28 11:28:36";FING;DOCENTE
adda1dea63d4c8fb49f28dfbad5192ce;"kw,wrdl: deitel, ";biblio;9;"2021-12-30 10:29:51";FING;DOCENTE
adda1dea63d4c8fb49f28dfbad5192ce;"kw,wrdl: wirfs-brock, ";biblio;0;"2021-12-30 10:36:57";FING;DOCENTE
adda1dea63d4c8fb49f28dfbad5192ce;"kw,wrdl: rebecca, ";biblio;2;"2021-12-30 10:37:04";FING;DOCENTE
adda1dea63d4c8fb49f28dfbad5192ce;"kw,wrdl: oriented object, ";biblio;5;"2021-12-30 10:37:34";FING;DOCENTE
adda1dea63d4c8fb49f28dfbad5192ce;"kw,wrdl: wirfs, ";biblio;0;"2021-12-30 10:38:25";FING;DOCENTE
adda1dea63d4c8fb49f28dfbad5192ce;"kw,wrdl: diseño orientado a objetos, ";biblio;4;"2021-12-30 10:38:45";FING;DOCENTE
adda1dea63d4c8fb49f28dfbad5192ce;"kw,wrdl: crisis software, ";biblio;1;"2021-12-30 10:52:53";FING;DOCENTE
adda1dea63d4c8fb49f28dfbad5192ce;"kw,wrdl: software crisis, ";biblio;1;"2021-12-30 10:53:09";FING;DOCENTE
adda1dea63d4c8fb49f28dfbad5192ce;"kw,wrdl: crisis, ";biblio;21;"2021-12-30 10:53:33";FING;DOCENTE
adda1dea63d4c8fb49f28dfbad5192ce;"kw,wrdl: nakamura, ";biblio;4;"2021-12-30 10:57:51";FING;DOCENTE
adda1dea63d4c8fb49f28dfbad5192ce;"kw,wrdl: eckel, ";biblio;0;"2021-12-30 11:07:02";FING;DOCENTE
adda1dea63d4c8fb49f28dfbad5192ce;"kw,wrdl: deite, ";biblio;9;"2021-12-30 11:09:34";FING;DOCENTE
adda1dea63d4c8fb49f28dfbad5192ce;"kw,wrdl: deitel, ";biblio;9;"2021-12-30 11:17:25";FING;DOCENTE
adda1dea63d4c8fb49f28dfbad5192ce;"kw,wrdl: deitel, ";biblio;9;"2021-12-30 11:20:45";FING;DOCENTE
adda1dea63d4c8fb49f28dfbad5192ce;"kw,wrdl: uml, ";biblio;5;"2021-12-30 11:32:42";FING;DOCENTE
adda1dea63d4c8fb49f28dfbad5192ce;"kw,wrdl: uml, ";biblio;5;"2021-12-30 11:32:51";FING;DOCENTE
adda1dea63d4c8fb49f28dfbad5192ce;"kw,wrdl: nyhoff, ";biblio;1;"2021-12-30 12:22:33";FING;DOCENTE
c23783b46f2e65280586909407e1cedc;"kw,wrdl: garcia, ";biblio;195;"2021-12-31 08:04:32";FING;S
c23783b46f2e65280586909407e1cedc;"kw,wrdl: garcia, ";biblio;195;"2021-12-31 08:04:32";FING;S
ab2a96d400d6db4cca5a5a9db90095b4;"kw,wrdl: Oppenheim, ";biblio;8;"2022-02-07 10:32:49";FING;BIBLIOTECA
ab2a96d400d6db4cca5a5a9db90095b4;"kw,wrdl: Oppenheim, ";biblio;8;"2022-02-07 10:32:55";FING;BIBLIOTECA
ab2a96d400d6db4cca5a5a9db90095b4;"kw,wrdl: Oppenheim, ";biblio;8;"2022-02-07 10:34:49";FING;BIBLIOTECA
ab2a96d400d6db4cca5a5a9db90095b4;"kw,wrdl: Oppenheim, ";biblio;8;"2022-02-07 10:37:01";FING;BIBLIOTECA
ab2a96d400d6db4cca5a5a9db90095b4;"kw,wrdl: Oppenheim, ";biblio;8;"2022-02-07 10:40:30";FING;BIBLIOTECA
f72b6a832bd3a22e843d0c5a767c7788;"kw,wrdl: alberts, ";biblio;10;"2022-02-07 11:28:00";FING;BIBLIOTECA
f2e0cc853ccf33fa75cb32a91601b784;"kw,wrdl: Tipler Mosca, ";biblio;6;"2022-02-07 13:08:53";FING;BIBLIOTECA
f2e0cc853ccf33fa75cb32a91601b784;"kw,wrdl: tipler mosca, ";biblio;6;"2022-02-07 13:10:19";FING;BIBLIOTECA
f2e0cc853ccf33fa75cb32a91601b784;"kw,wrdl: Serway, ";biblio;12;"2022-02-07 13:12:33";FING;BIBLIOTECA
bd6a3042bb8a99c4345aeef341f00a96;", mc-itype:LIB";biblio;3674;"2022-02-09 10:46:22";FING;BIBLIOTECA
bd6a3042bb8a99c4345aeef341f00a96;"kw,wrdl: C++, ";biblio;11403;"2022-02-09 10:47:01";FING;BIBLIOTECA
663753632c99b701a24447862e9bb7c2;", mc-itype:LIB";biblio;3674;"2022-02-09 16:38:51";FING;BIBLIOTECA
663753632c99b701a24447862e9bb7c2;"kw,wrdl: fisica, ";biblio;424;"2022-02-09 16:39:18";FING;BIBLIOTECA
663753632c99b701a24447862e9bb7c2;"kw,wrdl: Kip Fundamentos de, ";biblio;1;"2022-02-09 19:33:32";FING;BIBLIOTECA
663753632c99b701a24447862e9bb7c2;"kw,wrdl: física 2 resnick, ";biblio;9;"2022-02-09 19:34:12";FING;BIBLIOTECA
2264b9248686a879426ec2e55ce3a175;"kw,wrdl: lodish, ";biblio;6;"2022-02-10 11:20:24";FING;BIBLIOTECA
415368aa7377de761cc128bc6b775763;"kw,wrdl: termodinamica, ";biblio;115;"2022-02-11 09:29:00";FING;BIBLIOTECA
415368aa7377de761cc128bc6b775763;"kw,wrdl: termodinamica, ";biblio;115;"2022-02-11 09:29:24";FING;BIBLIOTECA
415368aa7377de761cc128bc6b775763;"kw,wrdl: termodinámica, ";biblio;115;"2022-02-11 09:32:02";FING;BIBLIOTECA
415368aa7377de761cc128bc6b775763;"ti,wrdl: termodinámica, ";biblio;26;"2022-02-11 09:32:28";FING;BIBLIOTECA
415368aa7377de761cc128bc6b775763;"ti,wrdl: transferencia de calor, ";biblio;5;"2022-02-11 09:33:03";FING;BIBLIOTECA
e2ae59f0790d30d28f9fa31e76e6cade;"kw,wrdl: cooper, ";biblio;39;"2022-02-14 12:57:02";FING;S
bbc36c7b4e18893337ff654c3ca648c3;"kw,wrdl: curtis, ";biblio;10;"2022-02-14 16:48:00";FING;S
8389417f21b0bd85469bd919fa4fc9b5;"kw,wrdl: cooper, ";biblio;39;"2022-02-15 09:34:28";FING;BIBLIOTECA
9e969a2298d1c368e8bb96c098268505;", mc-itype:LIB";biblio;3674;"2022-02-16 18:01:41";FING;BIBLIOTECA
9e969a2298d1c368e8bb96c098268505;"kw,wrdl: albert, ";biblio;284;"2022-02-16 18:02:01";FING;BIBLIOTECA
9e969a2298d1c368e8bb96c098268505;"kw,wrdl: biologia, ";biblio;247;"2022-02-16 18:02:19";FING;BIBLIOTECA
9e969a2298d1c368e8bb96c098268505;"kw,wrdl: biologia, au:Alberts, Bruce";biblio;9;"2022-02-16 18:03:43";FING;BIBLIOTECA
5b6351806d0178ced71ba089845a22da;"kw,wrdl: kaplan, ";biblio;5;"2022-02-21 09:08:33";FING;BIBLIOTECA
655885fc0abbd2e1effd26e2722ce853;"kw,wrdl: kaplan, ";biblio;5;"2022-02-21 09:30:59";FING;BIBLIOTECA
655885fc0abbd2e1effd26e2722ce853;"kw,wrdl: serway, ";biblio;12;"2022-02-21 09:32:44";FING;BIBLIOTECA
f45119103c55ba1aedf0552e3e0f2bb3;"kw,wrdl: pallas, ";biblio;8;"2022-02-25 07:55:00";FING;HIST
f45119103c55ba1aedf0552e3e0f2bb3;", mc-itype:REV";biblio;171;"2022-02-25 07:56:00";FING;HIST
f45119103c55ba1aedf0552e3e0f2bb3;", mc-itype:REV";biblio;171;"2022-02-25 08:00:00";FING;HIST
f45119103c55ba1aedf0552e3e0f2bb3;"kw,wrdl: transactions on biomedical, ";biblio;14;"2022-02-25 08:03:00";FING;HIST
f45119103c55ba1aedf0552e3e0f2bb3;"kw,wrdl: transactions on biomedical, itype:REV";biblio;1;"2022-02-25 08:03:00";FING;HIST
f45119103c55ba1aedf0552e3e0f2bb3;"kw,wrdl: transactions on biomedical, itype:REV";biblio;1;"2022-02-25 08:03:00";FING;HIST
f45119103c55ba1aedf0552e3e0f2bb3;", mc-itype:REV";biblio;171;"2022-02-25 08:04:00";FING;HIST
f45119103c55ba1aedf0552e3e0f2bb3;", mc-itype:REV";biblio;171;"2022-02-25 08:05:00";FING;HIST
f45119103c55ba1aedf0552e3e0f2bb3;", mc-itype:REV";biblio;171;"2022-02-25 08:10:00";FING;HIST
f45119103c55ba1aedf0552e3e0f2bb3;", mc-itype:REV";biblio;171;"2022-02-25 08:31:00";FING;HIST
f45119103c55ba1aedf0552e3e0f2bb3;"au,wrdl: pallas areny, ";biblio;6;"2022-02-25 09:40:00";FING;HIST
f45119103c55ba1aedf0552e3e0f2bb3;"bc:6471, ";biblio;1;"2022-02-25 09:45:00";FING;HIST
f45119103c55ba1aedf0552e3e0f2bb3;"bc:6471, ";biblio;1;"2022-02-25 09:45:00";FING;HIST
f45119103c55ba1aedf0552e3e0f2bb3;", mc-itype:LIB";biblio;3674;"2022-02-25 09:57:00";FING;HIST
f45119103c55ba1aedf0552e3e0f2bb3;", mc-itype:REV";biblio;171;"2022-02-25 10:33:00";FING;HIST
c7bf930097d59a3d018894956e5c7ebe;", mc-itype:LIB";biblio;3674;"2022-03-07 00:18:16";FING;BIBLIOTECA
c7bf930097d59a3d018894956e5c7ebe;"kw,wrdl: física, ";biblio;424;"2022-03-07 00:18:36";FING;BIBLIOTECA
c7bf930097d59a3d018894956e5c7ebe;", mc-itype:LIB au:Resnick, Robert";biblio;8;"2022-03-07 00:19:45";FING;BIBLIOTECA
c7bf930097d59a3d018894956e5c7ebe;", mc-itype:LIB";biblio;3674;"2022-03-07 00:21:05";FING;BIBLIOTECA
c7bf930097d59a3d018894956e5c7ebe;"kw,wrdl: electricidad, ";biblio;85;"2022-03-07 00:21:40";FING;BIBLIOTECA
c7bf930097d59a3d018894956e5c7ebe;"kw,wrdl: kip, ";biblio;1;"2022-03-07 00:22:05";FING;BIBLIOTECA
752eb11cfda124abc8c4b3fd8d72b5c7;"bc:5178, ";biblio;1;"2022-03-08 09:52:00";FING;BIBLIOTECA
752eb11cfda124abc8c4b3fd8d72b5c7;", mc-itype:LIB";biblio;3674;"2022-03-08 09:55:50";FING;BIBLIOTECA
752eb11cfda124abc8c4b3fd8d72b5c7;"kw,wrdl: la celula alverts, ";biblio;0;"2022-03-08 09:56:01";FING;BIBLIOTECA
752eb11cfda124abc8c4b3fd8d72b5c7;"kw,wrdl: la celula albert, ";biblio;12;"2022-03-08 09:56:09";FING;BIBLIOTECA
2a6af8d38bd01b488831c4a8c89ce178;"callnum,wrdl: Química general, ";biblio;0;"2022-03-08 17:28:53";FING;BIBLIOTECA
2a6af8d38bd01b488831c4a8c89ce178;", mc-itype:LIB";biblio;3674;"2022-03-08 17:29:09";FING;BIBLIOTECA
2a6af8d38bd01b488831c4a8c89ce178;", mc-itype:REV";biblio;173;"2022-03-08 17:29:15";FING;BIBLIOTECA
2a6af8d38bd01b488831c4a8c89ce178;"kw,wrdl: Chang, ";biblio;18;"2022-03-08 17:30:56";FING;BIBLIOTECA
a82d286bdc75b693f3f39bbb13ee8bf3;", mc-itype:LIB";biblio;3674;"2022-03-09 11:13:28";FING;BIBLIOTECA
a82d286bdc75b693f3f39bbb13ee8bf3;"kw,wrdl: cooper, ";biblio;39;"2022-03-09 11:13:31";FING;BIBLIOTECA
17374f7fb86914a26a441c4e8cb3c9ed;"kw,wrdl: curtis, ";biblio;10;"2022-03-09 13:11:42";FING;BIBLIOTECA
a0f816223da46b568c90d7ec48374db6;"kw,wrdl: cooper, ";biblio;39;"2022-03-09 13:23:40";FING;BIBLIOTECA
e3760b32cb4f3e618bb4fb8546e1b1e5;", mc-itype:LIB";biblio;3674;"2022-03-09 14:39:00";FING;BIBLIOTECA
1d93ff7e435e77ffef6aa81fb5933343;"au,wrdl: rogawski, ";biblio;2;"2022-03-10 11:04:35";FING;BIBLIOTECA
82dbe4e40f834678621119fc8fe1f25a;"kw,wrdl: cooper, ";biblio;39;"2022-03-11 10:30:09";FING;BIBLIOTECA
67d9c5cf87e55b93f01763e2d4e05058;"kw,wrdl: la celula, ";biblio;176;"2022-03-11 10:42:40";FING;BIBLIOTECA
d941b373e42ba04663a4a085ddb7c8e7;"kw,wrdl: garcia marquez, ";biblio;7;"2022-03-11 10:57:00";FING;BIBLIOTECA
d941b373e42ba04663a4a085ddb7c8e7;"ti:crònica de una muerte, ";biblio;1;"2022-03-11 12:18:00";FING;BIBLIOTECA
d941b373e42ba04663a4a085ddb7c8e7;"bc:6738, ";biblio;1;"2022-03-11 12:22:00";FING;BIBLIOTECA
f46ad18d490cec8e69e21b71997d815e;"kw,wrdl: precalculo, ";biblio;1;"2022-03-11 12:41:26";FING;BIBLIOTECA
f46ad18d490cec8e69e21b71997d815e;"kw,wrdl: introduccion a las mediciones, ";biblio;2;"2022-03-11 12:42:19";FING;BIBLIOTECA
f46ad18d490cec8e69e21b71997d815e;"kw,wrdl: precalculo, ";biblio;1;"2022-03-11 12:44:39";FING;BIBLIOTECA
22e96e99a4a283ff4e01e1a810062474;"kw,wrdl: Mankiw, ";biblio;1;"2022-03-11 16:08:12";FING;BIBLIOTECA
cea60b934636bb01c67a7a5c093a1bb0;"kw,wrdl: churchill, ";biblio;6;"2022-03-11 16:27:50";FING;BIBLIOTECA
7642617880197c8b8a37cc93bda3d7a2;"kw,wrdl: introducción al análisis de circuitos, ";biblio;4;"2022-03-13 11:11:46";FING;BIBLIOTECA
7642617880197c8b8a37cc93bda3d7a2;"kw,wrdl: Frumento biofisica, ";biblio;6;"2022-03-13 19:05:32";FING;BIBLIOTECA
6f1d56d34d87f45056e1a397fb04aa81;"kw,wrdl: quimica, ";biblio;308;"2022-03-14 09:59:45";FING;BIBLIOTECA
d34387ea488bf4086d54d4b8349f52cf;"kw,wrdl: wilson, ";biblio;24;"2022-03-14 10:24:24";FING;BIBLIOTECA
ab9d63ac0a63d62f4e6570731f73cff2;"kw,wrdl: la celula cooper, ";biblio;5;"2022-03-14 11:08:59";FING;BIBLIOTECA
